sk_produto,codigo_produto,ean,nome_produto,marca,departamento,categoria,subcategoria,unidade_medida,peso_liquido_g,produto_marca_propria,perecivel,fornecedor_padrao_sk,preco_lista,custo_unitario,margem_base_pct,ativo,ativo_flag
10904,PRD010904,7890000010904,Refrigerante Artesanal 10904,Marca Própria,Limpeza,Animais,Sem Lactose,G,642.0,0,0,504,224.2,147.97,50.0,1,True
10905,PRD010905,7890000010905,Sabonete Fortificado 10905,Marca A,Laticínios,Doces,Kids,L,715.0,0,0,505,127.5,90.53,24.0,1,True
10906,PRD010906,7890000010906,Detergente Kids 10906,Marca B,Açougue,Cereais,Família,ML,788.0,0,0,506,66.6,52.61,31.0,1,True
10907,PRD010907,7890000010907,Shampoo Original 10907,Marca C,Padaria,Perfumaria,Refil,CX,861.0,0,0,507,36.9,21.77,38.0,1,True
10908,PRD010908,7890000010908,Iogurte Tradicional 10908,Marca D,Bazar,Grãos,Concentrado,UN,934.0,0,1,508,528.8,391.31,45.0,1,True
10909,PRD010909,7890000010909,Queijo Premium 10909,Marca E,Pet,Sucos,Mini,KG,1007.0,0,1,509,165.7,125.93,19.0,1,True
10910,PRD010910,7890000010910,Pão Integral 10910,Marca F,Mercearia,Banho,Grande,G,1080.0,0,1,510,86.0,61.92,26.0,1,True
10911,PRD010911,7890000010911,Biscoito Light 10911,Marca G,Mercearia,Casa,Econômico,L,1153.0,0,0,511,87.3,62.86,33.0,1,True
10912,PRD010912,7890000010912,Café Zero 10912,Marca H,Bebidas,Frios,Standard,ML,1226.0,1,0,512,52.4,35.63,40.0,1,True
10913,PRD010913,7890000010913,Açúcar Família 10913,Marca I,Higiene,Carnes,Premium,CX,1299.0,0,0,513,38.7,24.38,47.0,1,True
10914,PRD010914,7890000010914,Farinha Econômico 10914,Marca J,Limpeza,Pães,Diet,UN,1372.0,0,0,514,27.2,17.95,21.0,1,True
10915,PRD010915,7890000010915,Óleo Natural 10915,Marca K,Laticínios,Utilidades,Light,KG,1445.0,0,0,515,156.5,111.12,28.0,1,True
10916,PRD010916,7890000010916,Água Suave 10916,Marca L,Açougue,Animais,Zero,G,1518.0,0,0,516,97.6,77.1,35.0,1,True
10917,PRD010917,7890000010917,Chocolate Extra 10917,Marca M,Padaria,Doces,Tradicional,L,1591.0,0,1,517,73.9,43.6,42.0,1,True
10918,PRD010918,7890000010918,Ração Max 10918,Marca N,Bazar,Cereais,Orgânico,ML,1664.0,0,1,518,569.8,421.65,49.0,1,True
10919,PRD010919,7890000010919,Absorvente Fresh 10919,Marca Própria,Pet,Perfumaria,Sem Glúten,CX,1737.0,0,1,519,208.7,158.61,23.0,1,True
10920,PRD010920,7890000010920,Arroz Plus 10920,Marca A,Mercearia,Grãos,Sem Lactose,UN,1810.0,0,0,520,99.0,71.28,30.0,1,True
10921,PRD010921,7890000010921,Feijão Caseiro 10921,Marca B,Mercearia,Sucos,Kids,KG,1883.0,0,0,521,100.3,72.22,37.0,1,True
10922,PRD010922,7890000010922,Macarrão Artesanal 10922,Marca C,Bebidas,Banho,Família,G,1956.0,0,0,522,69.4,47.19,44.0,1,True
10923,PRD010923,7890000010923,Leite Fortificado 10923,Marca D,Higiene,Casa,Refil,L,2029.0,1,0,523,57.7,36.35,18.0,1,True
10924,PRD010924,7890000010924,Refrigerante Kids 10924,Marca E,Limpeza,Frios,Concentrado,ML,2102.0,0,0,524,50.2,33.13,25.0,1,True
10925,PRD010925,7890000010925,Sabonete Original 10925,Marca F,Laticínios,Carnes,Mini,CX,2175.0,0,0,525,5.5,3.91,32.0,1,True
10926,PRD010926,7890000010926,Detergente Tradicional 10926,Marca G,Açougue,Pães,Grande,UN,2248.0,0,1,526,128.6,101.59,39.0,1,True
10927,PRD010927,7890000010927,Shampoo Premium 10927,Marca H,Padaria,Utilidades,Econômico,KG,2321.0,0,1,527,110.9,65.43,46.0,1,True
10928,PRD010928,7890000010928,Iogurte Integral 10928,Marca I,Bazar,Animais,Standard,G,2394.0,0,1,528,610.8,451.99,20.0,1,True
10929,PRD010929,7890000010929,Queijo Light 10929,Marca J,Pet,Doces,Premium,L,2467.0,0,0,529,251.7,191.29,27.0,1,True
10930,PRD010930,7890000010930,Pão Zero 10930,Marca K,Mercearia,Cereais,Diet,ML,2540.0,0,0,530,112.0,80.64,34.0,1,True
10931,PRD010931,7890000010931,Biscoito Família 10931,Marca L,Mercearia,Perfumaria,Light,CX,2613.0,0,0,531,113.3,81.58,41.0,1,True
10932,PRD010932,7890000010932,Café Econômico 10932,Marca M,Bebidas,Grãos,Zero,UN,2686.0,0,0,532,86.4,58.75,48.0,1,True
10933,PRD010933,7890000010933,Açúcar Natural 10933,Marca N,Higiene,Sucos,Tradicional,KG,2759.0,0,0,533,76.7,48.32,22.0,1,True
10934,PRD010934,7890000010934,Farinha Suave 10934,Marca Própria,Limpeza,Banho,Orgânico,G,2832.0,1,0,534,73.2,48.31,29.0,1,True
10935,PRD010935,7890000010935,Óleo Extra 10935,Marca A,Laticínios,Casa,Sem Glúten,L,2905.0,0,1,535,34.5,24.5,36.0,1,True
10936,PRD010936,7890000010936,Água Max 10936,Marca B,Açougue,Frios,Sem Lactose,ML,2978.0,0,1,536,159.6,126.08,43.0,1,True
10937,PRD010937,7890000010937,Chocolate Fresh 10937,Marca C,Padaria,Carnes,Kids,CX,3051.0,0,1,537,27.9,16.46,50.0,1,True
10938,PRD010938,7890000010938,Ração Plus 10938,Marca D,Bazar,Pães,Família,UN,3124.0,0,0,538,651.8,482.33,24.0,1,True
10939,PRD010939,7890000010939,Absorvente Caseiro 10939,Marca E,Pet,Utilidades,Refil,KG,3197.0,0,0,539,294.7,223.97,31.0,1,True
10940,PRD010940,7890000010940,Arroz Artesanal 10940,Marca F,Mercearia,Animais,Concentrado,G,3270.0,0,0,540,125.0,90.0,38.0,1,True
10941,PRD010941,7890000010941,Feijão Fortificado 10941,Marca G,Mercearia,Doces,Mini,L,3343.0,0,0,541,126.3,90.94,45.0,1,True
10942,PRD010942,7890000010942,Macarrão Kids 10942,Marca H,Bebidas,Cereais,Grande,ML,3416.0,0,0,542,103.4,70.31,19.0,1,True
10943,PRD010943,7890000010943,Leite Original 10943,Marca I,Higiene,Perfumaria,Econômico,CX,3489.0,0,0,543,95.7,60.29,26.0,1,True
10944,PRD010944,7890000010944,Refrigerante Tradicional 10944,Marca J,Limpeza,Grãos,Standard,UN,3562.0,0,1,544,96.2,63.49,33.0,1,True
10945,PRD010945,7890000010945,Sabonete Premium 10945,Marca K,Laticínios,Sucos,Premium,KG,3635.0,1,1,545,63.5,45.09,40.0,1,True
10946,PRD010946,7890000010946,Detergente Integral 10946,Marca L,Açougue,Banho,Diet,G,3708.0,0,1,546,190.6,150.57,47.0,1,True
10947,PRD010947,7890000010947,Shampoo Light 10947,Marca M,Padaria,Casa,Light,L,3781.0,0,0,547,64.9,38.29,21.0,1,True
10948,PRD010948,7890000010948,Iogurte Zero 10948,Marca N,Bazar,Frios,Zero,ML,3854.0,0,0,548,42.8,31.67,28.0,1,True
10949,PRD010949,7890000010949,Queijo Família 10949,Marca Própria,Pet,Carnes,Tradicional,CX,3927.0,0,0,549,337.7,256.65,35.0,1,True
10950,PRD010950,7890000010950,Pão Econômico 10950,Marca A,Mercearia,Pães,Orgânico,UN,4000.0,0,0,550,138.0,99.36,42.0,1,True
10951,PRD010951,7890000010951,Biscoito Natural 10951,Marca B,Mercearia,Utilidades,Sem Glúten,KG,4073.0,0,0,551,139.3,100.3,49.0,1,True
10952,PRD010952,7890000010952,Café Suave 10952,Marca C,Bebidas,Animais,Sem Lactose,G,4146.0,0,0,552,120.4,81.87,23.0,1,True
10953,PRD010953,7890000010953,Açúcar Extra 10953,Marca D,Higiene,Doces,Kids,L,4219.0,0,1,553,114.7,72.26,30.0,1,True
10954,PRD010954,7890000010954,Farinha Max 10954,Marca E,Limpeza,Cereais,Família,ML,4292.0,0,1,554,119.2,78.67,37.0,1,True
10955,PRD010955,7890000010955,Óleo Fresh 10955,Marca F,Laticínios,Perfumaria,Refil,CX,4365.0,0,1,555,92.5,65.68,44.0,1,True
10956,PRD010956,7890000010956,Água Plus 10956,Marca G,Açougue,Grãos,Concentrado,UN,4438.0,1,0,556,221.6,175.06,18.0,1,True
10957,PRD010957,7890000010957,Chocolate Caseiro 10957,Marca H,Padaria,Sucos,Mini,KG,4511.0,0,0,557,101.9,60.12,25.0,1,True
10958,PRD010958,7890000010958,Ração Artesanal 10958,Marca I,Bazar,Banho,Grande,G,4584.0,0,0,558,83.8,62.01,32.0,1,True
10959,PRD010959,7890000010959,Absorvente Fortificado 10959,Marca J,Pet,Casa,Econômico,L,4657.0,0,0,559,380.7,289.33,39.0,1,True
10960,PRD010960,7890000010960,Arroz Kids 10960,Marca K,Mercearia,Frios,Standard,ML,4730.0,0,0,560,151.0,108.72,46.0,1,True
10961,PRD010961,7890000010961,Feijão Original 10961,Marca L,Mercearia,Carnes,Premium,CX,4803.0,0,0,561,152.3,109.66,20.0,0,0
10962,PRD010962,7890000010962,Macarrão Tradicional 10962,Marca M,Bebidas,Pães,Diet,UN,4876.0,0,1,562,137.4,93.43,27.0,1,True
10963,PRD010963,7890000010963,Leite Premium 10963,Marca N,Higiene,Utilidades,Light,KG,99.0,0,1,563,133.7,84.23,34.0,1,True
10964,PRD010964,7890000010964,Refrigerante Integral 10964,Marca Própria,Limpeza,Animais,Zero,G,172.0,0,1,564,142.2,93.85,41.0,1,True
10965,PRD010965,7890000010965,Sabonete Light 10965,Marca A,Laticínios,Doces,Tradicional,L,245.0,0,0,565,121.5,86.27,48.0,1,True
10966,PRD010966,7890000010966,Detergente Zero 10966,Marca B,Açougue,Cereais,Orgânico,ML,318.0,0,0,566,252.6,199.55,22.0,1,True
10967,PRD010967,7890000010967,Shampoo Família 10967,Marca C,Padaria,Perfumaria,Sem Glúten,CX,391.0,1,0,567,18.9,11.15,29.0,1,True
10968,PRD010968,7890000010968,Iogurte Econômico 10968,Marca D,Bazar,Grãos,Sem Lactose,UN,464.0,0,0,568,124.8,92.35,36.0,1,True
10969,PRD010969,7890000010969,Queijo Natural 10969,Marca E,Pet,Sucos,Kids,KG,537.0,0,0,569,423.7,322.01,43.0,1,True
10970,PRD010970,7890000010970,Pão Suave 10970,Marca F,Mercearia,Banho,Família,G,610.0,0,0,570,14.0,10.08,50.0,1,True
10971,PRD010971,7890000010971,Biscoito Extra 10971,Marca G,Mercearia,Casa,Refil,L,683.0,0,1,571,15.3,11.02,24.0,1,True
10972,PRD010972,7890000010972,Café Max 10972,Marca H,Bebidas,Frios,Concentrado,ML,756.0,0,1,572,154.4,104.99,31.0,1,True
10973,PRD010973,7890000010973,Açúcar Fresh 10973,Marca I,Higiene,Carnes,Mini,CX,829.0,0,1,573,152.7,96.2,38.0,1,True
10974,PRD010974,7890000010974,Farinha Plus 10974,Marca J,Limpeza,Pães,Grande,UN,902.0,0,0,574,165.2,109.03,45.0,1,True
10975,PRD010975,7890000010975,Óleo Caseiro 10975,Marca K,Laticínios,Utilidades,Econômico,KG,975.0,0,0,575,150.5,106.86,19.0,1,True
10976,PRD010976,7890000010976,Água Artesanal 10976,Marca L,Açougue,Animais,Standard,G,1048.0,0,0,576,283.6,224.04,26.0,1,True
10977,PRD010977,7890000010977,Chocolate Fortificado 10977,Marca M,Padaria,Doces,Premium,L,1121.0,0,0,577,55.9,32.98,33.0,1,True
10978,PRD010978,7890000010978,Ração Kids 10978,Marca N,Bazar,Cereais,Diet,ML,1194.0,1,0,578,165.8,122.69,40.0,1,True
10979,PRD010979,7890000010979,Absorvente Original 10979,Marca Própria,Pet,Perfumaria,Light,CX,1267.0,0,0,579,466.7,354.69,47.0,1,True
10980,PRD010980,7890000010980,Arroz Tradicional 10980,Marca A,Mercearia,Grãos,Zero,UN,1340.0,0,1,580,27.0,19.44,21.0,1,True
10981,PRD010981,7890000010981,Feijão Premium 10981,Marca B,Mercearia,Sucos,Tradicional,KG,1413.0,0,1,581,28.3,20.38,28.0,1,True
10982,PRD010982,7890000010982,Macarrão Integral 10982,Marca C,Bebidas,Banho,Orgânico,G,1486.0,0,1,582,171.4,116.55,35.0,1,True
10983,PRD010983,7890000010983,Leite Light 10983,Marca D,Higiene,Casa,Sem Glúten,L,1559.0,0,0,583,171.7,108.17,42.0,1,True
10984,PRD010984,7890000010984,Refrigerante Zero 10984,Marca E,Limpeza,Frios,Sem Lactose,ML,1632.0,0,0,584,188.2,124.21,49.0,1,True
10985,PRD010985,7890000010985,Sabonete Família 10985,Marca F,Laticínios,Carnes,Kids,CX,1705.0,0,0,585,179.5,127.45,23.0,1,True
10986,PRD010986,7890000010986,Detergente Econômico 10986,Marca G,Açougue,Pães,Família,UN,1778.0,0,0,586,314.6,248.53,30.0,1,True
10987,PRD010987,7890000010987,Shampoo Natural 10987,Marca H,Padaria,Utilidades,Refil,KG,1851.0,0,0,587,92.9,54.81,37.0,1,True
10988,PRD010988,7890000010988,Iogurte Suave 10988,Marca I,Bazar,Animais,Concentrado,G,1924.0,0,0,588,206.8,153.03,44.0,1,True
10989,PRD010989,7890000010989,Queijo Extra 10989,Marca J,Pet,Doces,Mini,L,1997.0,1,1,589,509.7,387.37,18.0,1,True
10990,PRD010990,7890000010990,Pão Max 10990,Marca K,Mercearia,Cereais,Grande,ML,2070.0,0,1,590,40.0,28.8,25.0,1,True
10991,PRD010991,7890000010991,Biscoito Fresh 10991,Marca L,Mercearia,Perfumaria,Econômico,CX,2143.0,0,1,591,41.3,29.74,32.0,1,True
10992,PRD010992,7890000010992,Café Plus 10992,Marca M,Bebidas,Grãos,Standard,UN,2216.0,0,0,592,188.4,128.11,39.0,1,True
10993,PRD010993,7890000010993,Açúcar Caseiro 10993,Marca N,Higiene,Sucos,Premium,KG,2289.0,0,0,593,190.7,120.14,46.0,1,True
10994,PRD010994,7890000010994,Farinha Artesanal 10994,Marca Própria,Limpeza,Banho,Diet,G,2362.0,0,0,594,211.2,139.39,20.0,1,True
10995,PRD010995,7890000010995,Óleo Fortificado 10995,Marca A,Laticínios,Casa,Light,L,2435.0,0,0,595,28.5,20.24,27.0,1,True
10996,PRD010996,7890000010996,Água Kids 10996,Marca B,Açougue,Frios,Zero,ML,2508.0,0,0,596,345.6,273.02,34.0,1,True
10997,PRD010997,7890000010997,Chocolate Original 10997,Marca C,Padaria,Carnes,Tradicional,CX,2581.0,0,0,597,9.9,5.84,41.0,1,True
10998,PRD010998,7890000010998,Ração Tradicional 10998,Marca D,Bazar,Pães,Orgânico,UN,2654.0,0,1,598,247.8,183.37,48.0,1,True
10999,PRD010999,7890000010999,Absorvente Premium 10999,Marca E,Pet,Utilidades,Sem Glúten,KG,2727.0,0,1,599,552.7,420.05,22.0,1,True
11000,PRD011000,7890000011000,Arroz Integral 11000,Marca F,Mercearia,Animais,Sem Lactose,G,2800.0,1,1,600,53.0,38.16,29.0,1,True
11001,PRD011001,7890000011001,Feijão Light 11001,Marca G,Mercearia,Doces,Kids,L,2873.0,0,0,601,54.3,39.1,36.0,1,True
11002,PRD011002,7890000011002,Macarrão Zero 11002,Marca H,Bebidas,Cereais,Família,ML,2946.0,0,0,602,205.4,139.67,43.0,1,True
11003,PRD011003,7890000011003,Leite Família 11003,Marca I,Higiene,Perfumaria,Refil,CX,3019.0,0,0,603,209.7,132.11,50.0,1,True
11004,PRD011004,7890000011004,Refrigerante Econômico 11004,Marca J,Limpeza,Grãos,Concentrado,UN,3092.0,0,0,604,14.2,9.37,24.0,1,True
11005,PRD011005,7890000011005,Sabonete Natural 11005,Marca K,Laticínios,Sucos,Mini,KG,3165.0,0,0,605,57.5,40.83,31.0,1,True
11006,PRD011006,7890000011006,Detergente Suave 11006,Marca L,Açougue,Banho,Grande,G,3238.0,0,0,606,376.6,297.51,38.0,1,True
11007,PRD011007,7890000011007,Shampoo Extra 11007,Marca M,Padaria,Casa,Econômico,L,3311.0,0,1,607,46.9,27.67,45.0,1,True
11008,PRD011008,7890000011008,Iogurte Max 11008,Marca N,Bazar,Frios,Standard,ML,3384.0,0,1,608,288.8,213.71,19.0,1,True
11009,PRD011009,7890000011009,Queijo Fresh 11009,Marca Própria,Pet,Carnes,Premium,CX,3457.0,0,1,609,45.7,34.73,26.0,1,True
11010,PRD011010,7890000011010,Pão Plus 11010,Marca A,Mercearia,Pães,Diet,UN,3530.0,0,0,610,66.0,47.52,33.0,1,True
11011,PRD011011,7890000011011,Biscoito Caseiro 11011,Marca B,Mercearia,Utilidades,Light,KG,3603.0,1,0,611,67.3,48.46,40.0,1,True
11012,PRD011012,7890000011012,Café Artesanal 11012,Marca C,Bebidas,Animais,Zero,G,3676.0,0,0,612,222.4,151.23,47.0,1,True
11013,PRD011013,7890000011013,Açúcar Fortificado 11013,Marca D,Higiene,Doces,Tradicional,L,3749.0,0,0,613,228.7,144.08,21.0,1,True
11014,PRD011014,7890000011014,Farinha Kids 11014,Marca E,Limpeza,Cereais,Orgânico,ML,3822.0,0,0,614,37.2,24.55,28.0,1,True
11015,PRD011015,7890000011015,Óleo Original 11015,Marca F,Laticínios,Perfumaria,Sem Glúten,CX,3895.0,0,0,615,86.5,61.42,35.0,1,True
11016,PRD011016,7890000011016,Água Tradicional 11016,Marca G,Açougue,Grãos,Sem Lactose,UN,3968.0,0,1,616,407.6,322.0,42.0,1,True
11017,PRD011017,7890000011017,Chocolate Premium 11017,Marca H,Padaria,Sucos,Kids,KG,4041.0,0,1,617,83.9,49.5,49.0,1,True
11018,PRD011018,7890000011018,Ração Integral 11018,Marca I,Bazar,Banho,Família,G,4114.0,0,1,618,329.8,244.05,23.0,1,True
11019,PRD011019,7890000011019,Absorvente Light 11019,Marca J,Pet,Casa,Refil,L,4187.0,0,0,619,88.7,67.41,30.0,1,True
11020,PRD011020,7890000011020,Arroz Zero 11020,Marca K,Mercearia,Frios,Concentrado,ML,4260.0,0,0,620,79.0,56.88,37.0,1,True
11021,PRD011021,7890000011021,Feijão Família 11021,Marca L,Mercearia,Carnes,Mini,CX,4333.0,0,0,621,80.3,57.82,44.0,1,True
11022,PRD011022,7890000011022,Macarrão Econômico 11022,Marca M,Bebidas,Pães,Grande,UN,4406.0,1,0,622,239.4,162.79,18.0,1,True
11023,PRD011023,7890000011023,Leite Natural 11023,Marca N,Higiene,Utilidades,Econômico,KG,4479.0,0,0,623,247.7,156.05,25.0,1,True
11024,PRD011024,7890000011024,Refrigerante Suave 11024,Marca Própria,Limpeza,Animais,Standard,G,4552.0,0,0,624,60.2,39.73,32.0,1,True
11025,PRD011025,7890000011025,Sabonete Extra 11025,Marca A,Laticínios,Doces,Premium,L,4625.0,0,1,625,115.5,82.01,39.0,1,True
11026,PRD011026,7890000011026,Detergente Max 11026,Marca B,Açougue,Cereais,Diet,ML,4698.0,0,1,626,438.6,346.49,46.0,1,True
11027,PRD011027,7890000011027,Shampoo Fresh 11027,Marca C,Padaria,Perfumaria,Light,CX,4771.0,0,1,627,120.9,71.33,20.0,1,True
11028,PRD011028,7890000011028,Iogurte Plus 11028,Marca D,Bazar,Grãos,Zero,UN,4844.0,0,0,628,370.8,274.39,27.0,1,True
11029,PRD011029,7890000011029,Queijo Caseiro 11029,Marca E,Pet,Sucos,Tradicional,KG,67.0,0,0,629,131.7,100.09,34.0,1,True
11030,PRD011030,7890000011030,Pão Artesanal 11030,Marca F,Mercearia,Banho,Orgânico,G,140.0,0,0,630,92.0,66.24,41.0,1,True
11031,PRD011031,7890000011031,Biscoito Fortificado 11031,Marca G,Mercearia,Casa,Sem Glúten,L,213.0,0,0,631,93.3,67.18,48.0,1,True
11032,PRD011032,7890000011032,Café Kids 11032,Marca H,Bebidas,Frios,Sem Lactose,ML,286.0,0,0,632,6.4,4.35,22.0,1,True
11033,PRD011033,7890000011033,Açúcar Original 11033,Marca I,Higiene,Carnes,Kids,CX,359.0,1,0,633,266.7,168.02,29.0,1,True
11034,PRD011034,7890000011034,Farinha Tradicional 11034,Marca J,Limpeza,Pães,Família,UN,432.0,0,1,634,83.2,54.91,36.0,1,True
11035,PRD011035,7890000011035,Óleo Premium 11035,Marca K,Laticínios,Utilidades,Refil,KG,505.0,0,1,635,144.5,102.6,43.0,1,True
11036,PRD011036,7890000011036,Água Integral 11036,Marca L,Açougue,Animais,Concentrado,G,578.0,0,1,636,19.6,15.48,50.0,1,True
11037,PRD011037,7890000011037,Chocolate Light 11037,Marca M,Padaria,Doces,Mini,L,651.0,0,0,637,37.9,22.36,24.0,1,True
11038,PRD011038,7890000011038,Ração Zero 11038,Marca N,Bazar,Cereais,Grande,ML,724.0,0,0,638,411.8,304.73,31.0,1,True
11039,PRD011039,7890000011039,Absorvente Família 11039,Marca Própria,Pet,Perfumaria,Econômico,CX,797.0,0,0,639,174.7,132.77,38.0,1,True
11040,PRD011040,7890000011040,Arroz Econômico 11040,Marca A,Mercearia,Grãos,Standard,UN,870.0,0,0,640,105.0,75.6,45.0,1,True
11041,PRD011041,7890000011041,Feijão Natural 11041,Marca B,Mercearia,Sucos,Premium,KG,943.0,0,0,641,106.3,76.54,19.0,1,True
11042,PRD011042,7890000011042,Macarrão Suave 11042,Marca C,Bebidas,Banho,Diet,G,1016.0,0,0,642,23.4,15.91,26.0,1,True
11043,PRD011043,7890000011043,Leite Extra 11043,Marca D,Higiene,Casa,Light,L,1089.0,0,1,643,285.7,179.99,33.0,1,True
11044,PRD011044,7890000011044,Refrigerante Max 11044,Marca E,Limpeza,Frios,Zero,ML,1162.0,1,1,644,106.2,70.09,40.0,1,True
11045,PRD011045,7890000011045,Sabonete Fresh 11045,Marca F,Laticínios,Carnes,Tradicional,CX,1235.0,0,1,645,173.5,123.19,47.0,1,True
11046,PRD011046,7890000011046,Detergente Plus 11046,Marca G,Açougue,Pães,Orgânico,UN,1308.0,0,0,646,50.6,39.97,21.0,1,True
11047,PRD011047,7890000011047,Shampoo Caseiro 11047,Marca H,Padaria,Utilidades,Sem Glúten,KG,1381.0,0,0,647,74.9,44.19,28.0,1,True
11048,PRD011048,7890000011048,Iogurte Artesanal 11048,Marca I,Bazar,Animais,Sem Lactose,G,1454.0,0,0,648,452.8,335.07,35.0,1,True
11049,PRD011049,7890000011049,Queijo Fortificado 11049,Marca J,Pet,Doces,Kids,L,1527.0,0,0,649,217.7,165.45,42.0,1,True
11050,PRD011050,7890000011050,Pão Kids 11050,Marca K,Mercearia,Cereais,Família,ML,1600.0,0,0,650,118.0,84.96,49.0,1,True
11051,PRD011051,7890000011051,Biscoito Original 11051,Marca L,Mercearia,Perfumaria,Refil,CX,1673.0,0,0,1,119.3,85.9,23.0,1,True
11052,PRD011052,7890000011052,Café Tradicional 11052,Marca M,Bebidas,Grãos,Concentrado,UN,1746.0,0,1,2,40.4,27.47,30.0,1,True
11053,PRD011053,7890000011053,Açúcar Premium 11053,Marca N,Higiene,Sucos,Mini,KG,1819.0,0,1,3,4.7,2.96,37.0,1,True
11054,PRD011054,7890000011054,Farinha Integral 11054,Marca Própria,Limpeza,Banho,Grande,G,1892.0,0,1,4,129.2,85.27,44.0,1,True
11055,PRD011055,7890000011055,Óleo Light 11055,Marca A,Laticínios,Casa,Econômico,L,1965.0,1,0,5,22.5,15.98,18.0,1,True
11056,PRD011056,7890000011056,Água Zero 11056,Marca B,Açougue,Frios,Standard,ML,2038.0,0,0,6,81.6,64.46,25.0,1,True
11057,PRD011057,7890000011057,Chocolate Família 11057,Marca C,Padaria,Carnes,Premium,CX,2111.0,0,0,7,111.9,66.02,32.0,1,True
11058,PRD011058,7890000011058,Ração Econômico 11058,Marca D,Bazar,Pães,Diet,UN,2184.0,0,0,8,493.8,365.41,39.0,0,0
11059,PRD011059,7890000011059,Absorvente Natural 11059,Marca E,Pet,Utilidades,Light,KG,2257.0,0,0,9,260.7,198.13,46.0,1,True
11060,PRD011060,7890000011060,Arroz Suave 11060,Marca F,Mercearia,Animais,Zero,G,2330.0,0,0,10,131.0,94.32,20.0,1,True
11061,PRD011061,7890000011061,Feijão Extra 11061,Marca G,Mercearia,Doces,Tradicional,L,2403.0,0,1,11,132.3,95.26,27.0,1,True
11062,PRD011062,7890000011062,Macarrão Max 11062,Marca H,Bebidas,Cereais,Orgânico,ML,2476.0,0,1,12,57.4,39.03,34.0,1,True
11063,PRD011063,7890000011063,Leite Fresh 11063,Marca I,Higiene,Perfumaria,Sem Glúten,CX,2549.0,0,1,13,23.7,14.93,41.0,1,True
11064,PRD011064,7890000011064,Refrigerante Plus 11064,Marca J,Limpeza,Grãos,Sem Lactose,UN,2622.0,0,0,14,152.2,100.45,48.0,1,True
11065,PRD011065,7890000011065,Sabonete Caseiro 11065,Marca K,Laticínios,Sucos,Kids,KG,2695.0,0,0,15,51.5,36.57,22.0,1,True
11066,PRD011066,7890000011066,Detergente Artesanal 11066,Marca L,Açougue,Banho,Família,G,2768.0,1,0,16,112.6,88.95,29.0,1,True
11067,PRD011067,7890000011067,Shampoo Fortificado 11067,Marca M,Padaria,Casa,Refil,L,2841.0,0,0,17,28.9,17.05,36.0,1,True
11068,PRD011068,7890000011068,Iogurte Kids 11068,Marca N,Bazar,Frios,Concentrado,ML,2914.0,0,0,18,534.8,395.75,43.0,1,True
11069,PRD011069,7890000011069,Queijo Original 11069,Marca Própria,Pet,Carnes,Mini,CX,2987.0,0,0,19,303.7,230.81,50.0,1,True
11070,PRD011070,7890000011070,Pão Tradicional 11070,Marca A,Mercearia,Pães,Grande,UN,3060.0,0,1,20,144.0,103.68,24.0,1,True
11071,PRD011071,7890000011071,Biscoito Premium 11071,Marca B,Mercearia,Utilidades,Econômico,KG,3133.0,0,1,21,145.3,104.62,31.0,1,True
11072,PRD011072,7890000011072,Café Integral 11072,Marca C,Bebidas,Animais,Standard,G,3206.0,0,1,22,74.4,50.59,38.0,1,True
11073,PRD011073,7890000011073,Açúcar Light 11073,Marca D,Higiene,Doces,Premium,L,3279.0,0,0,23,42.7,26.9,45.0,1,True
11074,PRD011074,7890000011074,Farinha Zero 11074,Marca E,Limpeza,Cereais,Diet,ML,3352.0,0,0,24,175.2,115.63,19.0,1,True
11075,PRD011075,7890000011075,Óleo Família 11075,Marca F,Laticínios,Perfumaria,Light,CX,3425.0,0,0,25,80.5,57.16,26.0,1,True
11076,PRD011076,7890000011076,Água Econômico 11076,Marca G,Açougue,Grãos,Zero,UN,3498.0,0,0,26,143.6,113.44,33.0,1,True
11077,PRD011077,7890000011077,Chocolate Natural 11077,Marca H,Padaria,Sucos,Tradicional,KG,3571.0,1,0,27,65.9,38.88,40.0,1,True
11078,PRD011078,7890000011078,Ração Suave 11078,Marca I,Bazar,Banho,Orgânico,G,3644.0,0,0,28,575.8,426.09,47.0,1,True
11079,PRD011079,7890000011079,Absorvente Extra 11079,Marca J,Pet,Casa,Sem Glúten,L,3717.0,0,1,29,346.7,263.49,21.0,1,True
11080,PRD011080,7890000011080,Arroz Max 11080,Marca K,Mercearia,Frios,Sem Lactose,ML,3790.0,0,1,30,7.0,5.04,28.0,1,True
11081,PRD011081,7890000011081,Feijão Fresh 11081,Marca L,Mercearia,Carnes,Kids,CX,3863.0,0,1,31,8.3,5.98,35.0,1,True
11082,PRD011082,7890000011082,Macarrão Plus 11082,Marca M,Bebidas,Pães,Família,UN,3936.0,0,0,32,91.4,62.15,42.0,1,True
11083,PRD011083,7890000011083,Leite Caseiro 11083,Marca N,Higiene,Utilidades,Refil,KG,4009.0,0,0,33,61.7,38.87,49.0,1,True
11084,PRD011084,7890000011084,Refrigerante Artesanal 11084,Marca Própria,Limpeza,Animais,Concentrado,G,4082.0,0,0,34,198.2,130.81,23.0,1,True
11085,PRD011085,7890000011085,Sabonete Fortificado 11085,Marca A,Laticínios,Doces,Mini,L,4155.0,0,0,35,109.5,77.75,30.0,1,True
