sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
200137,900,66,8960,27,61,89,1,1,0,0.0
200138,903,71,8967,38,74,106,2,0,4,0.04
200139,906,76,8974,49,87,123,3,0,10,0.08
200140,909,81,8981,60,100,140,4,0,16,0.11
200141,912,1,8988,71,113,157,5,0,22,0.14
200142,915,6,8995,82,126,14,6,0,188,13.43
200143,918,11,9002,93,139,31,7,0,194,6.26
200144,921,16,9009,104,152,48,0,0,208,4.33
200145,924,21,9016,115,165,65,1,0,214,3.29
200146,927,26,9023,126,178,82,2,0,220,2.68
200147,930,31,9030,137,11,99,3,0,46,0.46
200148,933,36,9037,148,24,116,4,0,52,0.45
200149,936,41,9044,159,37,133,5,0,58,0.44
200150,939,46,9051,170,50,150,6,0,64,0.43
200151,942,51,9058,181,63,7,7,0,230,32.86
200152,945,56,9065,192,76,24,0,0,244,10.17
200153,948,61,9072,203,89,41,1,0,250,6.1
200154,951,66,9079,214,102,58,2,0,256,4.41
200155,954,71,9086,225,115,75,3,0,262,3.49
200156,957,76,9093,236,128,92,4,0,268,2.91
200157,960,81,9100,247,141,109,5,0,274,2.51
200158,963,1,9107,258,154,126,6,0,280,2.22
200159,966,6,9114,269,167,143,7,0,286,2.0
200160,969,11,9121,280,0,0,0,0,280,280.0
200161,972,16,9128,291,13,17,1,0,286,16.82
200162,975,21,9135,302,26,34,2,0,292,8.59
200163,978,26,9142,313,39,51,3,0,298,5.84
200164,981,31,9149,324,52,68,4,0,304,4.47
200165,984,36,9156,335,65,85,5,0,310,3.65
200166,987,41,9163,346,78,102,6,0,316,3.1
200167,990,46,9170,357,91,119,7,0,322,2.71
200168,993,51,9177,368,104,136,0,0,336,2.47
200169,996,56,9184,29,117,153,1,1,0,0.0
200170,999,61,9191,40,130,10,2,0,158,15.8
200171,1002,66,9198,51,143,27,3,0,164,6.07
200172,1005,71,9205,62,156,44,4,0,170,3.86
200173,1008,76,9212,73,169,61,5,0,176,2.89
200174,1011,81,9219,84,2,78,6,0,2,0.03
200175,1014,1,9226,95,15,95,7,0,8,0.08
200176,1017,6,9233,106,28,112,0,0,22,0.2
200177,1020,11,9240,117,41,129,1,0,28,0.22
200178,1023,16,9247,128,54,146,2,0,34,0.23
200179,1026,21,9254,139,67,3,3,0,200,66.67
200180,1029,26,9261,150,80,20,4,0,206,10.3
200181,1032,31,9268,161,93,37,5,0,212,5.73
200182,1035,36,9275,172,106,54,6,0,218,4.04
200183,1038,41,9282,183,119,71,7,0,224,3.15
200184,1041,46,9289,194,132,88,0,0,238,2.7
200185,1044,51,9296,205,145,105,1,0,244,2.32
200186,1047,56,9303,216,158,122,2,0,250,2.05
200187,1050,61,9310,227,171,139,3,0,256,1.84
200188,1053,66,9317,238,4,156,4,0,82,0.53
200189,1056,71,9324,249,17,13,5,0,248,19.08
200190,1059,76,9331,260,30,30,6,0,254,8.47
200191,1062,81,9338,271,43,47,7,0,260,5.53
200192,1065,1,9345,282,56,64,0,0,274,4.28
200193,1068,6,9352,293,69,81,1,0,280,3.46
200194,1071,11,9359,304,82,98,2,0,286,2.92
200195,1074,16,9366,315,95,115,3,0,292,2.54
200196,1077,21,9373,326,108,132,4,0,298,2.26
200197,1080,26,9380,337,121,149,5,0,304,2.04
200198,1083,31,9387,348,134,6,6,0,470,78.33
200199,1086,36,9394,359,147,23,7,0,476,20.7
200200,1089,41,9401,20,160,40,0,0,140,3.5
200201,1092,46,9408,31,173,57,1,0,146,2.56
200202,1095,51,9415,42,6,74,2,1,0,0.0
200203,2,56,9422,53,19,91,3,1,0,0.0
200204,5,61,9429,64,32,108,4,1,0,0.0
200205,8,66,9436,75,45,125,5,1,0,0.0
200206,11,71,9443,86,58,142,6,1,0,0.0
200207,14,76,9450,97,71,159,7,0,2,0.01
200208,17,81,9457,108,84,16,0,0,176,11.0
200209,20,1,9464,119,97,33,1,0,182,5.52
200210,23,6,9471,130,110,50,2,0,188,3.76
200211,26,11,9478,141,123,67,3,0,194,2.9
200212,29,16,9485,152,136,84,4,0,200,2.38
200213,32,21,9492,163,149,101,5,0,206,2.04
200214,35,26,9499,174,162,118,6,0,212,1.8
200215,38,31,9506,185,175,135,7,0,218,1.61
200216,41,36,9513,196,8,152,0,0,52,0.34
200217,44,41,9520,207,21,9,1,0,218,24.22
200218,47,46,9527,218,34,26,2,0,224,8.62
200219,50,51,9534,229,47,43,3,0,230,5.35
200220,53,56,9541,240,60,60,4,0,236,3.93
200221,56,61,9548,251,73,77,5,0,242,3.14
200222,59,66,9555,262,86,94,6,0,248,2.64
200223,62,71,9562,273,99,111,7,0,254,2.29
200224,65,76,9569,284,112,128,0,0,268,2.09
200225,68,81,9576,295,125,145,1,0,274,1.89
200226,71,1,9583,306,138,2,2,0,440,220.0
200227,74,6,9590,317,151,19,3,0,446,23.47
200228,77,11,9597,328,164,36,4,0,452,12.56
200229,80,16,9604,339,177,53,5,0,458,8.64
200230,83,21,9611,350,10,70,6,0,284,4.06
200231,86,26,9618,361,23,87,7,0,290,3.33
200232,89,31,9625,22,36,104,0,1,0,0.0
200233,92,36,9632,33,49,121,1,1,0,0.0
200234,95,41,9639,44,62,138,2,1,0,0.0
200235,98,46,9646,55,75,155,3,1,0,0.0
200236,101,51,9653,66,88,12,4,0,138,11.5
200237,104,56,9660,77,101,29,5,0,144,4.97
200238,107,61,9667,88,114,46,6,0,150,3.26
200239,110,66,9674,99,127,63,7,0,156,2.48
200240,113,71,9681,110,140,80,0,0,170,2.13
200241,116,76,9688,121,153,97,1,0,176,1.81
200242,119,81,9695,132,166,114,2,0,182,1.6
200243,122,1,9702,143,179,131,3,0,188,1.44
200244,125,6,9709,154,12,148,4,0,14,0.09
200245,128,11,9716,165,25,5,5,0,180,36.0
200246,131,16,9723,176,38,22,6,0,186,8.45
200247,134,21,9730,187,51,39,7,0,192,4.92
200248,137,26,9737,198,64,56,0,0,206,3.68
200249,140,31,9744,209,77,73,1,0,212,2.9
200250,143,36,9751,220,90,90,2,0,218,2.42
200251,146,41,9758,231,103,107,3,0,224,2.09
200252,149,46,9765,242,116,124,4,0,230,1.85
200253,152,51,9772,253,129,141,5,0,236,1.67
200254,155,56,9779,264,142,158,6,0,242,1.53
200255,158,61,9786,275,155,15,7,0,408,27.2
200256,161,66,9793,286,168,32,0,0,422,13.19
200257,164,71,9800,297,1,49,1,0,248,5.06
200258,167,76,9807,308,14,66,2,0,254,3.85
200259,170,81,9814,319,27,83,3,0,260,3.13
200260,173,1,9821,330,40,100,4,0,266,2.66
200261,176,6,9828,341,53,117,5,0,272,2.32
200262,179,11,9835,352,66,134,6,0,278,2.07
200263,182,16,9842,363,79,151,7,0,284,1.88
200264,185,21,9849,24,92,8,0,0,108,13.5
200265,188,26,9856,35,105,25,1,0,114,4.56
200266,191,31,9863,46,118,42,2,0,120,2.86
200267,194,36,9870,57,131,59,3,0,126,2.14
200268,197,41,9877,68,144,76,4,0,132,1.74
200269,200,46,9884,79,157,93,5,0,138,1.48
200270,203,51,9891,90,170,110,6,0,144,1.31
200271,206,56,9898,101,3,127,7,1,0,0.0
200272,209,61,9905,112,16,144,0,1,0,0.0
200273,212,66,9912,123,29,1,1,0,150,150.0
200274,215,71,9919,134,42,18,2,0,156,8.67
200275,218,76,9926,145,55,35,3,0,162,4.63
200276,221,81,9933,156,68,52,4,0,168,3.23
200277,224,1,9940,167,81,69,5,0,174,2.52
200278,227,6,9947,178,94,86,6,0,180,2.09
200279,230,11,9954,189,107,103,7,0,186,1.81
200280,233,16,9961,200,120,120,0,0,200,1.67
200281,236,21,9968,211,133,137,1,0,206,1.5
200282,239,26,9975,222,146,154,2,0,212,1.38
200283,242,31,9982,233,159,11,3,0,378,34.36
200284,245,36,9989,244,172,28,4,0,384,13.71
200285,248,41,9996,255,5,45,5,0,210,4.67
200286,251,46,10003,266,18,62,6,0,216,3.48
200287,254,51,10010,277,31,79,7,0,222,2.81
200288,257,56,10017,288,44,96,0,0,236,2.46
200289,260,61,10024,299,57,113,1,0,242,2.14
200290,263,66,10031,310,70,130,2,0,248,1.91
200291,266,71,10038,321,83,147,3,0,254,1.73
200292,269,76,10045,332,96,4,4,0,420,105.0
200293,272,81,10052,343,109,21,5,0,426,20.29
200294,275,1,10059,354,122,38,6,0,432,11.37
200295,278,6,10066,365,135,55,7,0,438,7.96
200296,281,11,10073,26,148,72,0,0,102,1.42
200297,284,16,10080,37,161,89,1,0,108,1.21
200298,287,21,10087,48,174,106,2,0,114,1.08
200299,290,26,10094,59,7,123,3,1,0,0.0
200300,293,31,10101,70,20,140,4,1,0,0.0
200301,296,36,10108,81,33,157,5,1,0,0.0
200302,299,41,10115,92,46,14,6,0,118,8.43
200303,302,46,10122,103,59,31,7,0,124,4.0
200304,305,51,10129,114,72,48,0,0,138,2.88
200305,308,56,10136,125,85,65,1,0,144,2.22
200306,311,61,10143,136,98,82,2,0,150,1.83
200307,314,66,10150,147,111,99,3,0,156,1.58
200308,317,71,10157,158,124,116,4,0,162,1.4
200309,320,76,10164,169,137,133,5,0,168,1.26
200310,323,81,10171,180,150,150,6,0,174,1.16
200311,326,1,10178,191,163,7,7,0,340,48.57
200312,329,6,10185,202,176,24,0,0,354,14.75
200313,332,11,10192,213,9,41,1,0,180,4.39
200314,335,16,10199,224,22,58,2,0,186,3.21
200315,338,21,10206,235,35,75,3,0,192,2.56
200316,341,26,10213,246,48,92,4,0,198,2.15
200317,344,31,10220,257,61,109,5,0,204,1.87
200318,347,36,10227,268,74,126,6,0,210,1.67
200319,350,41,10234,279,87,143,7,0,216,1.51
200320,353,46,10241,290,100,0,0,0,390,390.0
200321,356,51,10248,301,113,17,1,0,396,23.29
200322,359,56,10255,312,126,34,2,0,402,11.82
200323,362,61,10262,323,139,51,3,0,408,8.0
200324,365,66,10269,334,152,68,4,0,414,6.09
200325,368,71,10276,345,165,85,5,0,420,4.94
200326,371,76,10283,356,178,102,6,0,426,4.18
200327,374,81,10290,367,11,119,7,0,252,2.12
200328,377,1,10297,28,24,136,0,1,0,0.0
200329,380,6,10304,39,37,153,1,1,0,0.0
200330,383,11,10311,50,50,10,2,0,88,8.8
200331,386,16,10318,61,63,27,3,0,94,3.48
200332,389,21,10325,72,76,44,4,0,100,2.27
200333,392,26,10332,83,89,61,5,0,106,1.74
200334,395,31,10339,94,102,78,6,0,112,1.44
200335,398,36,10346,105,115,95,7,0,118,1.24
200336,401,41,10353,116,128,112,0,0,132,1.18
200337,404,46,10360,127,141,129,1,0,138,1.07
200338,407,51,10367,138,154,146,2,0,144,0.99
200339,410,56,10374,149,167,3,3,0,310,103.33
200340,413,61,10381,160,0,20,4,0,136,6.8
200341,416,66,10388,171,13,37,5,0,142,3.84
200342,419,71,10395,182,26,54,6,0,148,2.74
200343,422,76,10402,193,39,71,7,0,154,2.17
200344,425,81,10409,204,52,88,0,0,168,1.91
200345,428,1,10416,215,65,105,1,0,174,1.66
200346,431,6,10423,226,78,122,2,0,180,1.48
200347,434,11,10430,237,91,139,3,0,186,1.34
200348,437,16,10437,248,104,156,4,0,192,1.23
200349,440,21,10444,259,117,13,5,0,358,27.54
200350,443,26,10451,270,130,30,6,0,364,12.13
200351,446,31,10458,281,143,47,7,0,370,7.87
200352,449,36,10465,292,156,64,0,0,384,6.0
200353,452,41,10472,303,169,81,1,0,390,4.81
200354,455,46,10479,314,2,98,2,0,216,2.2
200355,458,51,10486,325,15,115,3,0,222,1.93
200356,461,56,10493,336,28,132,4,0,228,1.73
200357,464,61,10500,347,41,149,5,0,234,1.57
200358,467,66,10507,358,54,6,6,0,400,66.67
200359,470,71,10514,369,67,23,7,0,406,17.65
200360,473,76,10521,30,80,40,0,0,70,1.75
200361,476,81,10528,41,93,57,1,0,76,1.33
200362,479,1,10535,52,106,74,2,0,82,1.11
200363,482,6,10542,63,119,91,3,0,88,0.97
200364,485,11,10549,74,132,108,4,0,94,0.87
200365,488,16,10556,85,145,125,5,0,100,0.8
200366,491,21,10563,96,158,142,6,0,106,0.75
200367,494,26,10570,107,171,159,7,0,112,0.7
200368,497,31,10577,118,4,16,0,0,106,6.63
200369,500,36,10584,129,17,33,1,0,112,3.39
200370,503,41,10591,140,30,50,2,0,118,2.36
200371,506,46,10598,151,43,67,3,0,124,1.85
200372,509,51,10605,162,56,84,4,0,130,1.55
200373,512,56,10612,173,69,101,5,0,136,1.35
200374,515,61,10619,184,82,118,6,0,142,1.2
200375,518,66,10626,195,95,135,7,0,148,1.1
200376,521,71,10633,206,108,152,0,0,162,1.07
200377,524,76,10640,217,121,9,1,0,328,36.44
200378,527,81,10647,228,134,26,2,0,334,12.85
200379,530,1,10654,239,147,43,3,0,340,7.91
200380,533,6,10661,250,160,60,4,0,346,5.77
200381,536,11,10668,261,173,77,5,0,352,4.57
200382,539,16,10675,272,6,94,6,0,178,1.89
200383,542,21,10682,283,19,111,7,0,184,1.66
200384,545,26,10689,294,32,128,0,0,198,1.55
200385,548,31,10696,305,45,145,1,0,204,1.41
200386,551,36,10703,316,58,2,2,0,370,185.0
200387,554,41,10710,327,71,19,3,0,376,19.79
200388,557,46,10717,338,84,36,4,0,382,10.61
200389,560,51,10724,349,97,53,5,0,388,7.32
200390,563,56,10731,360,110,70,6,0,394,5.63
200391,566,61,10738,21,123,87,7,0,50,0.57
200392,569,66,10745,32,136,104,0,0,64,0.62
200393,572,71,10752,43,149,121,1,0,70,0.58
200394,575,76,10759,54,162,138,2,0,76,0.55
200395,578,81,10766,65,175,155,3,0,82,0.53
200396,581,1,10773,76,8,12,4,0,68,5.67
200397,584,6,10780,87,21,29,5,0,74,2.55
200398,587,11,10787,98,34,46,6,0,80,1.74
200399,590,16,10794,109,47,63,7,0,86,1.37
200400,593,21,10801,120,60,80,0,0,100,1.25
200401,596,26,10808,131,73,97,1,0,106,1.09
200402,599,31,10815,142,86,114,2,0,112,0.98
200403,602,36,10822,153,99,131,3,0,118,0.9
200404,605,41,10829,164,112,148,4,0,124,0.84
200405,608,46,10836,175,125,5,5,0,290,58.0
200406,611,51,10843,186,138,22,6,0,296,13.45
200407,614,56,10850,197,151,39,7,0,302,7.74
200408,617,61,10857,208,164,56,0,0,316,5.64
200409,620,66,10864,219,177,73,1,0,322,4.41
200410,623,71,10871,230,10,90,2,0,148,1.64
200411,626,76,10878,241,23,107,3,0,154,1.44
200412,629,81,10885,252,36,124,4,0,160,1.29
200413,632,1,10892,263,49,141,5,0,166,1.18
200414,635,6,10899,274,62,158,6,0,172,1.09
200415,638,11,10906,285,75,15,7,0,338,22.53
200416,641,16,10913,296,88,32,0,0,352,11.0
200417,644,21,10920,307,101,49,1,0,358,7.31
200418,647,26,10927,318,114,66,2,0,364,5.52
200419,650,31,10934,329,127,83,3,0,370,4.46
200420,653,36,10941,340,140,100,4,0,376,3.76
200421,656,41,10948,351,153,117,5,0,382,3.26
200422,659,46,10955,362,166,134,6,0,388,2.9
200423,662,51,10962,23,179,151,7,0,44,0.29
200424,665,56,10969,34,12,8,0,0,38,4.75
200425,668,61,10976,45,25,25,1,0,44,1.76
200426,671,66,10983,56,38,42,2,0,50,1.19
200427,674,71,10990,67,51,59,3,0,56,0.95
200428,677,76,10997,78,64,76,4,0,62,0.82
200429,680,81,11004,89,77,93,5,0,68,0.73
200430,683,1,11011,100,90,110,6,0,74,0.67
200431,686,6,11018,111,103,127,7,0,80,0.63
200432,689,11,11025,122,116,144,0,0,94,0.65
200433,692,16,11032,133,129,1,1,0,260,260.0
200434,695,21,11039,144,142,18,2,0,266,14.78
200435,698,26,11046,155,155,35,3,0,272,7.77
200436,701,31,11053,166,168,52,4,0,278,5.35
200437,704,36,11060,177,1,69,5,0,104,1.51
200438,707,41,11067,188,14,86,6,0,110,1.28
200439,710,46,11074,199,27,103,7,0,116,1.13
200440,713,51,11081,210,40,120,0,0,130,1.08
200441,716,56,11088,221,53,137,1,0,136,0.99
200442,719,61,11095,232,66,154,2,0,142,0.92
200443,722,66,11102,243,79,11,3,0,308,28.0
200444,725,71,11109,254,92,28,4,0,314,11.21
200445,728,76,11116,265,105,45,5,0,320,7.11
200446,731,81,11123,276,118,62,6,0,326,5.26
200447,734,1,11130,287,131,79,7,0,332,4.2
200448,737,6,11137,298,144,96,0,0,346,3.6
200449,740,11,11144,309,157,113,1,0,352,3.12
200450,743,16,11151,320,170,130,2,0,358,2.75
200451,746,21,11158,331,3,147,3,0,184,1.25
200452,749,26,11165,342,16,4,4,0,350,87.5
200453,752,31,11172,353,29,21,5,0,356,16.95
200454,755,36,11179,364,42,38,6,0,362,9.53
200455,758,41,11186,25,55,55,7,0,18,0.33
200456,761,46,11193,36,68,72,0,0,32,0.44
200457,764,51,11200,47,81,89,1,0,38,0.43
200458,767,56,11207,58,94,106,2,0,44,0.42
200459,770,61,11214,69,107,123,3,0,50,0.41
200460,773,66,11221,80,120,140,4,0,56,0.4
200461,776,71,11228,91,133,157,5,0,62,0.39
200462,779,76,11235,102,146,14,6,0,228,16.29
200463,782,81,11242,113,159,31,7,0,234,7.55
200464,785,1,11249,124,172,48,0,0,248,5.17
200465,788,6,11256,135,5,65,1,0,74,1.14
200466,791,11,11263,146,18,82,2,0,80,0.98
200467,794,16,11270,157,31,99,3,0,86,0.87
200468,797,21,11277,168,44,116,4,0,92,0.79
200469,800,26,11284,179,57,133,5,0,98,0.74
200470,803,31,11291,190,70,150,6,0,104,0.69
200471,806,36,11298,201,83,7,7,0,270,38.57
200472,809,41,11305,212,96,24,0,0,284,11.83
200473,812,46,11312,223,109,41,1,0,290,7.07
200474,815,51,11319,234,122,58,2,0,296,5.1
200475,818,56,11326,245,135,75,3,0,302,4.03
200476,821,61,11333,256,148,92,4,0,308,3.35
200477,824,66,11340,267,161,109,5,0,314,2.88
200478,827,71,11347,278,174,126,6,0,320,2.54
200479,830,76,11354,289,7,143,7,0,146,1.02
200480,833,81,11361,300,20,0,0,0,320,320.0
200481,836,1,11368,311,33,17,1,0,326,19.18
200482,839,6,11375,322,46,34,2,0,332,9.76
200483,842,11,11382,333,59,51,3,0,338,6.63
200484,845,16,11389,344,72,68,4,0,344,5.06
200485,848,21,11396,355,85,85,5,0,350,4.12
200486,851,26,11403,366,98,102,6,0,356,3.49
200487,854,31,11410,27,111,119,7,0,12,0.1
200488,857,36,11417,38,124,136,0,0,26,0.19
200489,860,41,11424,49,137,153,1,0,32,0.21
200490,863,46,11431,60,150,10,2,0,198,19.8
200491,866,51,11438,71,163,27,3,0,204,7.56
200492,869,56,11445,82,176,44,4,0,210,4.77
200493,872,61,11452,93,9,61,5,0,36,0.59
200494,875,66,11459,104,22,78,6,0,42,0.54
200495,878,71,11466,115,35,95,7,0,48,0.51
200496,881,76,11473,126,48,112,0,0,62,0.55
200497,884,81,11480,137,61,129,1,0,68,0.53
200498,887,1,11487,148,74,146,2,0,74,0.51
200499,890,6,11494,159,87,3,3,0,240,80.0
200500,893,11,11501,170,100,20,4,0,246,12.3
200501,896,16,11508,181,113,37,5,0,252,6.81
200502,899,21,11515,192,126,54,6,0,258,4.78
200503,902,26,11522,203,139,71,7,0,264,3.72
200504,905,31,11529,214,152,88,0,0,278,3.16
200505,908,36,11536,225,165,105,1,0,284,2.7
200506,911,41,11543,236,178,122,2,0,290,2.38
200507,914,46,11550,247,11,139,3,0,116,0.83
200508,917,51,11557,258,24,156,4,0,122,0.78
200509,920,56,11564,269,37,13,5,0,288,22.15
200510,923,61,11571,280,50,30,6,0,294,9.8
200511,926,66,11578,291,63,47,7,0,300,6.38
200512,929,71,11585,302,76,64,0,0,314,4.91
200513,932,76,11592,313,89,81,1,0,320,3.95
200514,935,81,11599,324,102,98,2,0,326,3.33
200515,938,1,11606,335,115,115,3,0,332,2.89
200516,941,6,11613,346,128,132,4,0,338,2.56
200517,944,11,11620,357,141,149,5,0,344,2.31
200518,947,16,11627,368,154,6,6,0,510,85.0
200519,950,21,11634,29,167,23,7,0,166,7.22
200520,953,26,11641,40,0,40,0,1,0,0.0
200521,956,31,11648,51,13,57,1,0,6,0.11
200522,959,36,11655,62,26,74,2,0,12,0.16
200523,962,41,11662,73,39,91,3,0,18,0.2
200524,965,46,11669,84,52,108,4,0,24,0.22
200525,968,51,11676,95,65,125,5,0,30,0.24
200526,971,56,11683,106,78,142,6,0,36,0.25
200527,974,61,11690,117,91,159,7,0,42,0.26
200528,977,66,11697,128,104,16,0,0,216,13.5
200529,980,71,11704,139,117,33,1,0,222,6.73
200530,983,76,11711,150,130,50,2,0,228,4.56
200531,986,81,11718,161,143,67,3,0,234,3.49
200532,989,1,11725,172,156,84,4,0,240,2.86
200533,992,6,11732,183,169,101,5,0,246,2.44
200534,995,11,11739,194,2,118,6,0,72,0.61
200535,998,16,11746,205,15,135,7,0,78,0.58
200536,1001,21,11753,216,28,152,0,0,92,0.61
200537,1004,26,11760,227,41,9,1,0,258,28.67
200538,1007,31,11767,238,54,26,2,0,264,10.15
200539,1010,36,11774,249,67,43,3,0,270,6.28
200540,1013,41,11781,260,80,60,4,0,276,4.6
200541,1016,46,11788,271,93,77,5,0,282,3.66
200542,1019,51,11795,282,106,94,6,0,288,3.06
200543,1022,56,11802,293,119,111,7,0,294,2.65
200544,1025,61,11809,304,132,128,0,0,308,2.41
200545,1028,66,11816,315,145,145,1,0,314,2.17
200546,1031,71,11823,326,158,2,2,0,480,240.0
200547,1034,76,11830,337,171,19,3,0,486,25.58
200548,1037,81,11837,348,4,36,4,0,312,8.67
200549,1040,1,11844,359,17,53,5,0,318,6.0
200550,1043,6,11851,20,30,70,6,1,0,0.0
200551,1046,11,11858,31,43,87,7,1,0,0.0
200552,1049,16,11865,42,56,104,0,1,0,0.0
200553,1052,21,11872,53,69,121,1,1,0,0.0
200554,1055,26,11879,64,82,138,2,0,6,0.04
200555,1058,31,11886,75,95,155,3,0,12,0.08
200556,1061,36,11893,86,108,12,4,0,178,14.83
200557,1064,41,11900,97,121,29,5,0,184,6.34
200558,1067,46,11907,108,134,46,6,0,190,4.13
200559,1070,51,11914,119,147,63,7,0,196,3.11
200560,1073,56,11921,130,160,80,0,0,210,2.63
200561,1076,61,11928,141,173,97,1,0,216,2.23
200562,1079,66,11935,152,6,114,2,0,42,0.37
200563,1082,71,11942,163,19,131,3,0,48,0.37
200564,1085,76,11949,174,32,148,4,0,54,0.36
200565,1088,81,11956,185,45,5,5,0,220,44.0
200566,1091,1,11963,196,58,22,6,0,226,10.27
200567,1094,6,11970,207,71,39,7,0,232,5.95
200568,1,11,11977,218,84,56,0,0,246,4.39
200569,4,16,11984,229,97,73,1,0,252,3.45
200570,7,21,11991,240,110,90,2,0,258,2.87
200571,10,26,11998,251,123,107,3,0,264,2.47
200572,13,31,5,262,136,124,4,0,270,2.18
200573,16,36,12,273,149,141,5,0,276,1.96
200574,19,41,19,284,162,158,6,0,282,1.78
200575,22,46,26,295,175,15,7,0,448,29.87
200576,25,51,33,306,8,32,0,0,282,8.81
200577,28,56,40,317,21,49,1,0,288,5.88
200578,31,61,47,328,34,66,2,0,294,4.45
200579,34,66,54,339,47,83,3,0,300,3.61
200580,37,71,61,350,60,100,4,0,306,3.06
200581,40,76,68,361,73,117,5,0,312,2.67
200582,43,81,75,22,86,134,6,1,0,0.0
200583,46,1,82,33,99,151,7,1,0,0.0
200584,49,6,89,44,112,8,0,0,148,18.5
200585,52,11,96,55,125,25,1,0,154,6.16
200586,55,16,103,66,138,42,2,0,160,3.81
200587,58,21,110,77,151,59,3,0,166,2.81
200588,61,26,117,88,164,76,4,0,172,2.26
200589,64,31,124,99,177,93,5,0,178,1.91
200590,67,36,131,110,10,110,6,0,4,0.04
200591,70,41,138,121,23,127,7,0,10,0.08
200592,73,46,145,132,36,144,0,0,24,0.17
200593,76,51,152,143,49,1,1,0,190,190.0
200594,79,56,159,154,62,18,2,0,196,10.89
200595,82,61,166,165,75,35,3,0,202,5.77
200596,85,66,173,176,88,52,4,0,208,4.0
200597,88,71,180,187,101,69,5,0,214,3.1
200598,91,76,187,198,114,86,6,0,220,2.56
200599,94,81,194,209,127,103,7,0,226,2.19
200600,97,1,201,220,140,120,0,0,240,2.0
200601,100,6,208,231,153,137,1,0,246,1.8
200602,103,11,215,242,166,154,2,0,252,1.64
200603,106,16,222,253,179,11,3,0,418,38.0
200604,109,21,229,264,12,28,4,0,244,8.71
200605,112,26,236,275,25,45,5,0,250,5.56
200606,115,31,243,286,38,62,6,0,256,4.13
200607,118,36,250,297,51,79,7,0,262,3.32
200608,121,41,257,308,64,96,0,0,276,2.88
200609,124,46,264,319,77,113,1,0,282,2.5
200610,127,51,271,330,90,130,2,0,288,2.22
200611,130,56,278,341,103,147,3,0,294,2.0
200612,133,61,285,352,116,4,4,0,460,115.0
200613,136,66,292,363,129,21,5,0,466,22.19
200614,139,71,299,24,142,38,6,0,122,3.21
200615,142,76,306,35,155,55,7,0,128,2.33
200616,145,81,313,46,168,72,0,0,142,1.97
200617,148,1,320,57,1,89,1,1,0,0.0
200618,151,6,327,68,14,106,2,1,0,0.0
200619,154,11,334,79,27,123,3,1,0,0.0
200620,157,16,341,90,40,140,4,1,0,0.0
200621,160,21,348,101,53,157,5,1,0,0.0
200622,163,26,355,112,66,14,6,0,158,11.29
200623,166,31,362,123,79,31,7,0,164,5.29
200624,169,36,369,134,92,48,0,0,178,3.71
200625,172,41,376,145,105,65,1,0,184,2.83
200626,175,46,383,156,118,82,2,0,190,2.32
200627,178,51,390,167,131,99,3,0,196,1.98
200628,181,56,397,178,144,116,4,0,202,1.74
200629,184,61,404,189,157,133,5,0,208,1.56
200630,187,66,411,200,170,150,6,0,214,1.43
200631,190,71,418,211,3,7,7,0,200,28.57
200632,193,76,425,222,16,24,0,0,214,8.92
200633,196,81,432,233,29,41,1,0,220,5.37
200634,199,1,439,244,42,58,2,0,226,3.9
200635,202,6,446,255,55,75,3,0,232,3.09
200636,205,11,453,266,68,92,4,0,238,2.59
200637,208,16,460,277,81,109,5,0,244,2.24
200638,211,21,467,288,94,126,6,0,250,1.98
200639,214,26,474,299,107,143,7,0,256,1.79
200640,217,31,481,310,120,0,0,0,430,430.0
200641,220,36,488,321,133,17,1,0,436,25.65
200642,223,41,495,332,146,34,2,0,442,13.0
200643,226,46,502,343,159,51,3,0,448,8.78
200644,229,51,509,354,172,68,4,0,454,6.68
200645,232,56,516,365,5,85,5,0,280,3.29
200646,235,61,523,26,18,102,6,1,0,0.0
200647,238,66,530,37,31,119,7,1,0,0.0
200648,241,71,537,48,44,136,0,1,0,0.0
200649,244,76,544,59,57,153,1,1,0,0.0
200650,247,81,551,70,70,10,2,0,128,12.8
200651,250,1,558,81,83,27,3,0,134,4.96
200652,253,6,565,92,96,44,4,0,140,3.18
200653,256,11,572,103,109,61,5,0,146,2.39
200654,259,16,579,114,122,78,6,0,152,1.95
200655,262,21,586,125,135,95,7,0,158,1.66
200656,265,26,593,136,148,112,0,0,172,1.54
200657,268,31,600,147,161,129,1,0,178,1.38
200658,271,36,607,158,174,146,2,0,184,1.26
200659,274,41,614,169,7,3,3,0,170,56.67
200660,277,46,621,180,20,20,4,0,176,8.8
200661,280,51,628,191,33,37,5,0,182,4.92
200662,283,56,635,202,46,54,6,0,188,3.48
200663,286,61,642,213,59,71,7,0,194,2.73
200664,289,66,649,224,72,88,0,0,208,2.36
200665,292,71,656,235,85,105,1,0,214,2.04
200666,295,76,663,246,98,122,2,0,220,1.8
200667,298,81,670,257,111,139,3,0,226,1.63
200668,301,1,677,268,124,156,4,0,232,1.49
200669,304,6,684,279,137,13,5,0,398,30.62
200670,307,11,691,290,150,30,6,0,404,13.47
200671,310,16,698,301,163,47,7,0,410,8.72
200672,313,21,705,312,176,64,0,0,424,6.63
200673,316,26,712,323,9,81,1,0,250,3.09
